ndc11,hcpcs_code,hcpcs_description,drug_name,manufacturer,hcpcs_dosage,pkg_size,pkg_qty,bill_units_per_item,bill_units_per_pkg,has_multiple_hcpcs,all_hcpcs_codes
25021022320,J9100,Cytarabine hcl 100 mg inj,Cytarabine,Sagent Pharmaceuticals,100 MG,20.0,1,20.0,20.0,False,
25021022610,J9017,Arsenic trioxide injection,Arsenic Trioxide,Sagent Pharmaceuticals,1 MG,10.0,10,10.0,100.0,False,
25021022706,J9017,Arsenic trioxide injection,Arsenic Trioxide,Sagent Pharmaceuticals,1 MG,6.0,10,12.0,120.0,False,
25021022905,J9100,Cytarabine hcl 100 mg inj,Cytarabine,Sagent Pharmaceuticals,100 MG,5.0,5,1.0,5.0,False,
25021023002,J9206,Irinotecan injection,Irinotecan HCl,Sagent Pharmaceuticals,20 MG,2.0,1,2.0,2.0,False,
25021023005,J9206,Irinotecan injection,Irinotecan HCl,Sagent Pharmaceuticals,20 MG,5.0,1,5.0,5.0,False,
25021023120,J0894,Decitabine injection,Decitabine,Sagent Pharmaceuticals,1 MG,1.0,1,50.0,50.0,False,
25021023310,J9263,Oxaliplatin,Oxaliplatin,Sagent Pharmaceuticals,0.5 MG,10.0,1,100.0,100.0,False,
25021023320,J9263,Oxaliplatin,Oxaliplatin,Sagent Pharmaceuticals,0.5 MG,20.0,1,200.0,200.0,False,
25021023410,J9201,In gemcitabine hcl nos 200mg,Gemcitabine,Sagent Pharmaceuticals,200 MG,1.0,1,1.0,1.0,False,
25021023550,J9201,In gemcitabine hcl nos 200mg,Gemcitabine,Sagent Pharmaceuticals,200 MG,1.0,1,5.0,5.0,False,
25021023551,J9201,In gemcitabine hcl nos 200mg,Gemcitabine,Sagent Pharmaceuticals,200 MG,1.0,10,5.0,50.0,False,
25021023905,J9201,In gemcitabine hcl nos 200mg,Gemcitabine,Sagent Pharmaceuticals,200 MG,5.26,1,1.0,1.0,False,
25021023926,J9201,In gemcitabine hcl nos 200mg,Gemcitabine,Sagent Pharmaceuticals,200 MG,26.3,1,5.0,5.0,False,
25021023952,J9201,In gemcitabine hcl nos 200mg,Gemcitabine,Sagent Pharmaceuticals,200 MG,52.6,1,10.0,10.0,False,
25021024110,J0594,Busulfan injection,Busulfan,Sagent Pharmaceuticals,1 MG,10.0,8,60.0,480.0,False,
25021024202,J9185,Fludarabine phosphate inj,Fludarabine Phosphate,Sagent Pharmaceuticals,50 MG,2.0,1,1.0,1.0,False,
25021024410,J9041,"Injection, bortezomib, 0.1mg",Bortezomib,Sagent Pharmaceuticals,0.1 MG,1.0,1,35.0,35.0,False,
25021024501,J9171,Docetaxel injection,Docetaxel,Sagent Pharmaceuticals,1 MG,1.0,1,20.0,20.0,False,
25021024504,J9171,Docetaxel injection,Docetaxel,Sagent Pharmaceuticals,1 MG,4.0,1,80.0,80.0,False,
25021024602,J9342,Inj thiotepa nos 1 mg,Thiotepa,Sagent Pharmaceuticals,1 MG,1.0,1,15.0,15.0,False,
25021024750,J9075,"Inj, cyclophosphamide, nos",Cyclophosphamide,Sagent Pharmaceuticals,5 MG,1.0,1,100.0,100.0,False,
25021024851,J9075,"Inj, cyclophosphamide, nos",Cyclophosphamide,Sagent Pharmaceuticals,5 MG,1.0,1,200.0,200.0,False,
25021024951,J9075,"Inj, cyclophosphamide, nos",Cyclophosphamide,Sagent Pharmaceuticals,5 MG,1.0,1,400.0,400.0,False,
25021025020,J9280,Mitomycin injection,Mitomycin,Sagent Pharmaceuticals,5 MG,1.0,1,1.0,1.0,False,
25021025150,J9280,Mitomycin injection,Mitomycin,Sagent Pharmaceuticals,5 MG,1.0,1,4.0,4.0,False,
25021025251,J9280,Mitomycin injection,Mitomycin,Sagent Pharmaceuticals,5 MG,1.0,1,8.0,8.0,False,
25021025350,J9060,Cisplatin 10 mg injection,Cisplatin,Sagent Pharmaceuticals,10 MG,50.0,1,5.0,5.0,False,
25021025351,J9060,Cisplatin 10 mg injection,Cisplatin,Sagent Pharmaceuticals,10 MG,100.0,1,10.0,10.0,False,
25021025408,J9171,Docetaxel injection,Docetaxel,Sagent Pharmaceuticals,1 MG,8.0,1,80.0,80.0,False,
25021025416,J9171,Docetaxel injection,Docetaxel,Sagent Pharmaceuticals,1 MG,16.0,1,160.0,160.0,False,
25021025505,J9267,Paclitaxel injection,Paclitaxel,Sagent Pharmaceuticals,1 MG,5.0,1,30.0,30.0,False,
25021025517,J9267,Paclitaxel injection,Paclitaxel,Sagent Pharmaceuticals,1 MG,16.7,1,100.0,100.0,False,
25021025550,J9267,Paclitaxel injection,Paclitaxel,Sagent Pharmaceuticals,1 MG,50.0,1,300.0,300.0,False,
25021025861,J9245,Inj melpha hydroch nos 50 mg,Melphalan,Sagent Pharmaceuticals,50 MG,1.0,1,1.0,1.0,False,
25021025950,J9261,Nelarabine injection,Nelarabine,Sagent Pharmaceuticals,50 MG,50.0,1,5.0,5.0,False,
25021025951,J9261,Nelarabine injection,Nelarabine,Sagent Pharmaceuticals,50 MG,50.0,6,5.0,30.0,False,
25021026210,J9041,"Injection, bortezomib, 0.1mg",Bortezomib,Sagent Pharmaceuticals,0.1 MG,1.0,1,35.0,35.0,False,
25021030167,J0153,Adenosine inj 1mg,Adenosine,Sagent Pharmaceuticals,1 MG,2.0,10,6.0,60.0,False,
25021030168,J0153,Adenosine inj 1mg,Adenosine,Sagent Pharmaceuticals,1 MG,4.0,10,12.0,120.0,False,
25021030266,J0282,Amiodarone hcl,Amiodarone HCl,Sagent Pharmaceuticals,30 MG,3.0,10,5.0,50.0,False,
25021030305,J0616,Inj metoprolol tartrate 1 mg,Metoprolol Tartrate,Sagent Pharmaceuticals,1 MG,5.0,10,5.0,50.0,False,
25021030520,J1205,Chlorothiazide sodium inj,Chlorothiazide Sodium,Sagent Pharmaceuticals,500 MG,1.0,1,1.0,1.0,False,
25021030566,J1205,Chlorothiazide sodium inj,Chlorothiazide Sodium,Sagent Pharmaceuticals,500 MG,1.0,1,1.0,1.0,False,
25021030884,J1805,"Inj, esmolol hcl, 10mg",Esmolol HCl,Sagent Pharmaceuticals,10 MG,250.0,10,250.0,2500.0,False,
25021030982,J1805,"Inj, esmolol hcl, 10mg",Esmolol HCl,Sagent Pharmaceuticals,10 MG,100.0,10,200.0,2000.0,False,
25021031102,J1938,"Inj, furosemide, 1 mg",Furosemide,Sagent Pharmaceuticals,1 MG,2.0,25,20.0,500.0,False,
25021031104,J1938,"Inj, furosemide, 1 mg",Furosemide,Sagent Pharmaceuticals,1 MG,4.0,25,40.0,1000.0,False,
25021031110,J1938,"Inj, furosemide, 1 mg",Furosemide,Sagent Pharmaceuticals,1 MG,10.0,25,100.0,2500.0,False,
25021031382,J2260,Inj milrinone lactate / 5 mg,Milrinone In Dextrose,Sagent Pharmaceuticals,5 MG,100.0,10,4.0,40.0,False,
25021031387,J2260,Inj milrinone lactate / 5 mg,Milrinone In Dextrose,Sagent Pharmaceuticals,5 MG,200.0,10,8.0,80.0,False,
25021031410,J1805,"Inj, esmolol hcl, 10mg",Esmolol HCl,Sagent Pharmaceuticals,10 MG,10.0,10,10.0,100.0,False,
25021031501,J2371,Inj phenylephrine hcl 20 mcg,Phenylephrine HCl,Sagent Pharmaceuticals,20 MCG,1.0,25,500.0,12500.0,False,
25021031598,J2371,Inj phenylephrine hcl 20 mcg,Phenylephrine HCl,Sagent Pharmaceuticals,20 MCG,10.0,1,5000.0,5000.0,False,
25021031599,J2371,Inj phenylephrine hcl 20 mcg,Phenylephrine HCl,Sagent Pharmaceuticals,20 MCG,5.0,10,2500.0,25000.0,False,
25021031720,J1920,"Inj, labetalol hcl, 5mg",Labetalol HCl,Sagent Pharmaceuticals,5 MG,20.0,1,20.0,20.0,False,
25021031740,J1920,"Inj, labetalol hcl, 5mg",Labetalol HCl,Sagent Pharmaceuticals,5 MG,40.0,1,40.0,40.0,False,
25021031802,J0153,Adenosine inj 1mg,Adenosine,Sagent Pharmaceuticals,1 MG,2.0,10,6.0,60.0,False,
25021031804,J0153,Adenosine inj 1mg,Adenosine,Sagent Pharmaceuticals,1 MG,4.0,10,12.0,120.0,False,
25021031905,J1163,"Inj, diltiazem hcl, 0.5 mg",Diltiazem HCl,Sagent Pharmaceuticals,0.5 MG,5.0,10,50.0,500.0,False,
25021031910,J1163,"Inj, diltiazem hcl, 0.5 mg",Diltiazem HCl,Sagent Pharmaceuticals,0.5 MG,10.0,10,100.0,1000.0,False,
25021031925,J1163,"Inj, diltiazem hcl, 0.5 mg",Diltiazem HCl,Sagent Pharmaceuticals,0.5 MG,25.0,10,250.0,2500.0,False,
25021032104,J1939,"Inj, bumetanide, 0.5 mg",Bumetanide,Sagent Pharmaceuticals,0.5 MG,4.0,10,2.0,20.0,False,
25021032110,J1939,"Inj, bumetanide, 0.5 mg",Bumetanide,Sagent Pharmaceuticals,0.5 MG,10.0,10,5.0,50.0,False,
25021032210,J2690,Procainamide hcl injection,Procainamide HCl,Sagent Pharmaceuticals,1 GM,10.0,10,1.0,10.0,False,
25021032302,J2690,Procainamide hcl injection,Procainamide HCl,Sagent Pharmaceuticals,1 GM,2.0,10,1.0,10.0,False,
25021040001,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,1.0,25,1.0,25.0,False,
25021040010,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,10.0,25,10.0,250.0,False,
25021040030,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,30.0,25,30.0,750.0,False,
25021040066,J1644,Inj heparin sodium per 1000u,Heparin Sodium,Sagent Pharmaceuticals,1000 UNITS,1.0,25,1.0,25.0,False,
25021040067,J1644,Inj heparin sodium per 1000u,Heparin Sodium,Sagent Pharmaceuticals,1000 UNITS,10.0,25,10.0,250.0,False,
25021040068,J1644,Inj heparin sodium per 1000u,Heparin Sodium,Sagent Pharmaceuticals,1000 UNITS,30.0,25,30.0,750.0,False,
25021040102,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,2.0,25,2.0,50.0,False,
25021040201,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,1.0,25,5.0,125.0,False,
25021040210,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,10.0,25,50.0,1250.0,False,
25021040266,J1644,Inj heparin sodium per 1000u,Heparin Sodium,Sagent Pharmaceuticals,1000 UNITS,1.0,25,5.0,125.0,False,
25021040301,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,1.0,25,10.0,250.0,False,
25021040304,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,4.0,25,40.0,1000.0,False,
25021040366,J1644,Inj heparin sodium per 1000u,Heparin Sodium,Sagent Pharmaceuticals,1000 UNITS,1.0,25,10.0,250.0,False,
25021040401,J1644,Inj heparin sodium per 1000u,Heparin Sodium (Porcine),Sagent Pharmaceuticals,1000 UNITS,1.0,25,20.0,500.0,False,
25021041070,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,0.3,10,3.0,30.0,False,
25021041071,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,1.0,10,10.0,100.0,False,
25021041076,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,0.4,10,4.0,40.0,False,
25021041077,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,0.6,10,6.0,60.0,False,
25021041078,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,0.8,10,8.0,80.0,False,
25021041170,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,0.8,10,12.0,120.0,False,
25021041171,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,10 MG,1.0,10,15.0,150.0,False,
25021041450,J0883,Argatroban nonesrd use 1mg,Argatroban,Sagent Pharmaceuticals,1 MG,50.0,1,50.0,50.0,True,J0883|J0884
25021041601,J2562,Plerixafor injection,Plerixafor,Sagent Pharmaceuticals,1 MG,1.2,1,24.0,24.0,False,
25021045101,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,1.0,10,2.0,20.0,False,
25021045201,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,1.0,10,4.0,40.0,False,
25021045301,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,1.0,10,20.0,200.0,False,
25021045405,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,5.0,1,40.0,40.0,False,
25021046001,J2597,Inj desmopressin acetate,Desmopressin Acetate,Sagent Pharmaceuticals,1 MCG,1.0,10,4.0,40.0,False,
25021046110,J2597,Inj desmopressin acetate,Desmopressin Acetate,Sagent Pharmaceuticals,1 MCG,10.0,1,40.0,40.0,False,
25021046274,J9395,"Injection, fulvestrant",Fulvestrant,Sagent Pharmaceuticals,25 MG,5.0,2,10.0,20.0,False,
25021046301,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,1.0,10,2.0,20.0,False,
25021046401,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,1.0,10,4.0,40.0,False,
25021046501,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,1.0,10,20.0,200.0,False,
25021046605,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,5.0,1,40.0,40.0,False,
25021046705,J2354,"Octreotide inj, non-depot",Octreotide Acetate,Sagent Pharmaceuticals,25 MCG,5.0,1,200.0,200.0,False,
25021046810,J0650,"Inj, levothyroxine nos 10mcg",Levothyroxine Sodium,Sagent Pharmaceuticals,10 MCG,1.0,1,10.0,10.0,False,
25021046910,J0650,"Inj, levothyroxine nos 10mcg",Levothyroxine Sodium,Sagent Pharmaceuticals,10 MCG,1.0,1,20.0,20.0,False,
25021047010,J0650,"Inj, levothyroxine nos 10mcg",Levothyroxine Sodium,Sagent Pharmaceuticals,10 MCG,1.0,1,50.0,50.0,False,
25021047174,J9395,"Injection, fulvestrant",Fulvestrant,Sagent Pharmaceuticals,25 MG,5.0,2,10.0,20.0,False,
25021047401,J2598,"Inj, vasopressin, 1 unit",Vasopressin,Sagent Pharmaceuticals,1 UNIT,1.0,25,20.0,500.0,False,
25021048101,J1200,Diphenhydramine hcl injectio,Diphenhydramine HCl,Sagent Pharmaceuticals,50 MG,1.0,25,1.0,25.0,False,
25021050002,J3411,Thiamine hcl 100 mg,Thiamine HCl,Sagent Pharmaceuticals,100 MG,2.0,25,2.0,50.0,False,
25021050201,J3420,Vitamin b12 injection,Cyanocobalamin,Sagent Pharmaceuticals,1000 MCG,1.0,25,1.0,25.0,False,
25021060820,J2704,"Inj, propofol, 10 mg",Propofol,Sagent Pharmaceuticals,10 MG,20.0,25,20.0,500.0,False,
25021060850,J2704,"Inj, propofol, 10 mg",Propofol,Sagent Pharmaceuticals,10 MG,50.0,20,50.0,1000.0,False,
25021060851,J2704,"Inj, propofol, 10 mg",Propofol,Sagent Pharmaceuticals,10 MG,100.0,10,100.0,1000.0,False,
25021061281,J3475,Inj magnesium sulfate,Magnesium Sulfate,Sagent Pharmaceuticals,500 MG,50.0,10,4.0,40.0,False,
25021061282,J3475,Inj magnesium sulfate,Magnesium Sulfate,Sagent Pharmaceuticals,500 MG,100.0,10,8.0,80.0,False,
25021065102,J2360,Orphenadrine injection,Orphenadrine Citrate Injection,Sagent Pharmaceuticals,60 MG,2.0,10,1.0,10.0,False,
25021065282,J2795,Ropivacaine hcl injection,Ropivacaine,Sagent Pharmaceuticals,1 MG,100.0,10,500.0,5000.0,False,
25021065287,J2795,Ropivacaine hcl injection,Ropivacaine,Sagent Pharmaceuticals,1 MG,200.0,10,1000.0,10000.0,False,
25021065502,J2250,Inj midazolam hydrochloride,Midazolam,Sagent Pharmaceuticals,1 MG,2.0,10,2.0,20.0,False,
25021066110,J2250,Inj midazolam hydrochloride,Midazolam,Sagent Pharmaceuticals,1 MG,10.0,10,50.0,500.0,False,
25021067166,J2795,Ropivacaine hcl injection,Ropivacaine,Sagent Pharmaceuticals,1 MG,100.0,10,200.0,2000.0,False,
25021067167,J2795,Ropivacaine hcl injection,Ropivacaine,Sagent Pharmaceuticals,1 MG,200.0,10,400.0,4000.0,False,
25021067182,J2795,Ropivacaine hcl injection,Ropivacaine,Sagent Pharmaceuticals,1 MG,100.0,10,200.0,2000.0,False,
25021067187,J2795,Ropivacaine hcl injection,Ropivacaine,Sagent Pharmaceuticals,1 MG,200.0,10,400.0,4000.0,False,
25021067510,J2800,Methocarbamol injection,Methocarbamol,Sagent Pharmaceuticals,10 ML,10.0,25,1.0,25.0,False,
25021067820,J0475,Baclofen 10 mg injection,Baclofen,Sagent Pharmaceuticals,10 MG,20.0,1,1.0,1.0,False,
25021067920,J0475,Baclofen 10 mg injection,Baclofen,Sagent Pharmaceuticals,10 MG,20.0,1,4.0,4.0,False,
25021068020,J0475,Baclofen 10 mg injection,Baclofen,Sagent Pharmaceuticals,10 MG,20.0,1,2.0,2.0,False,
25021068171,J0476,Baclofen intrathecal trial,Baclofen,Sagent Pharmaceuticals,50 MCG,1.0,2,1.0,2.0,False,
25021068882,J2251,Inj midazolam in 0.9% nacl,Midazolam HCl,Sagent Pharmaceuticals,1 MG,50.0,10,50.0,500.0,False,
25021068887,J2251,Inj midazolam in 0.9% nacl,Midazolam HCl,Sagent Pharmaceuticals,1 MG,100.0,20,100.0,2000.0,False,
25021070001,J1885,Ketorolac tromethamine inj,Ketorolac Tromethamine,Sagent Pharmaceuticals,15 MG,1.0,25,1.0,25.0,False,
25021070101,J1885,Ketorolac tromethamine inj,Ketorolac Tromethamine,Sagent Pharmaceuticals,15 MG,1.0,25,2.0,50.0,False,
25021070102,J1885,Ketorolac tromethamine inj,Ketorolac Tromethamine,Sagent Pharmaceuticals,15 MG,2.0,25,4.0,100.0,False,
25021075302,J1308,"Inj, famotidine, 0.25 mg",Famotidine,Sagent Pharmaceuticals,0.25 MG,2.0,25,80.0,2000.0,False,
25021077702,J2405,Ondansetron hcl injection,Ondansetron HCl,Sagent Pharmaceuticals,1 MG,2.0,25,4.0,100.0,False,
25021078005,J1953,Levetiracetam injection,Levetiracetam,Sagent Pharmaceuticals,10 MG,5.0,10,50.0,500.0,False,
25021078305,J2469,Palonosetron hcl,Palonosetron,Sagent Pharmaceuticals,25 MCG,5.0,1,10.0,10.0,False,
25021078874,J2469,Palonosetron hcl,Palonosetron,Sagent Pharmaceuticals,25 MCG,5.0,5,10.0,50.0,False,
25021079002,J0780,Prochlorperazine injection,Prochlorperazine Edisylate,Sagent Pharmaceuticals,10 MG,2.0,10,1.0,10.0,False,
25021079003,J0780,Prochlorperazine injection,Prochlorperazine Edisylate,Sagent Pharmaceuticals,10 MG,2.0,25,1.0,25.0,False,
25021079382,J1953,Levetiracetam injection,Levetiracetam,Sagent Pharmaceuticals,10 MG,100.0,10,50.0,500.0,False,
25021079482,J1953,Levetiracetam injection,Levetiracetam,Sagent Pharmaceuticals,10 MG,100.0,10,100.0,1000.0,False,
25021079582,J1953,Levetiracetam injection,Levetiracetam,Sagent Pharmaceuticals,10 MG,100.0,10,150.0,1500.0,False,
25021079601,J1596,"Inj, glycopyrrolate, 0.1 mg",Glycopyrrolate Injection,Sagent Pharmaceuticals,0.1 MG,1.0,25,2.0,50.0,False,
25021079602,J1596,"Inj, glycopyrrolate, 0.1 mg",Glycopyrrolate Injection,Sagent Pharmaceuticals,0.1 MG,2.0,25,4.0,100.0,False,
25021079605,J1596,"Inj, glycopyrrolate, 0.1 mg",Glycopyrrolate Injection,Sagent Pharmaceuticals,0.1 MG,5.0,25,10.0,250.0,False,
25021080166,J3489,Zoledronic acid 1mg,Zoledronic Acid,Sagent Pharmaceuticals,1 MG,5.0,1,4.0,4.0,False,
25021080601,J1630,Haloperidol injection,Haloperidol Lactate,Sagent Pharmaceuticals,5 MG,1.0,10,1.0,10.0,False,
25021081230,J0132,Acetylcysteine injection,Acetylcysteine,Sagent Pharmaceuticals,100 MG,30.0,4,60.0,240.0,False,
25021081266,J0132,Acetylcysteine injection,Acetylcysteine,Sagent Pharmaceuticals,100 MG,30.0,4,60.0,240.0,False,
25021081310,J0640,Leucovorin calcium injection,Leucovorin Calcium,Sagent Pharmaceuticals,50 MG,1.0,10,1.0,10.0,False,
25021081430,J0640,Leucovorin calcium injection,Leucovorin Calcium,Sagent Pharmaceuticals,50 MG,1.0,1,2.0,2.0,False,
25021081530,J0640,Leucovorin calcium injection,Leucovorin Calcium,Sagent Pharmaceuticals,50 MG,1.0,1,4.0,4.0,False,
25021081630,J0640,Leucovorin calcium injection,Leucovorin Calcium,Sagent Pharmaceuticals,50 MG,1.0,1,7.0,7.0,False,
25021081667,J0640,Leucovorin calcium injection,Leucovorin Calcium,Sagent Pharmaceuticals,50 MG,1.0,1,7.0,7.0,False,
25021082005,J1010,"Inj, methylpred acetate 1 mg",Methylprednisolone Acetate,Sagent Pharmaceuticals,1 MG,5.0,1,200.0,200.0,False,
25021082010,J1010,"Inj, methylpred acetate 1 mg",Methylprednisolone Acetate,Sagent Pharmaceuticals,1 MG,10.0,1,400.0,400.0,False,
25021082105,J1010,"Inj, methylpred acetate 1 mg",Methylprednisolone Acetate,Sagent Pharmaceuticals,1 MG,5.0,1,400.0,400.0,False,
25021082667,J3489,Zoledronic acid 1mg,Zoledronic Acid,Sagent Pharmaceuticals,1 MG,100.0,1,4.0,4.0,False,
25021082682,J3489,Zoledronic acid 1mg,Zoledronic Acid,Sagent Pharmaceuticals,1 MG,100.0,1,4.0,4.0,False,
25021082761,J1740,Ibandronate sodium injection,Ibandronate Sodium,Sagent Pharmaceuticals,1 MG,3.0,1,3.0,3.0,False,
25021082850,J0640,Leucovorin calcium injection,Leucovorin Calcium,Sagent Pharmaceuticals,50 MG,1.0,1,10.0,10.0,False,
25021083082,J3489,Zoledronic acid 1mg,Zoledronic Acid,Sagent Pharmaceuticals,1 MG,100.0,1,5.0,5.0,False,
25021083087,J3489,Zoledronic acid 1mg,Zoledronic Acid,Sagent Pharmaceuticals,1 MG,100.0,5,5.0,25.0,False,
25021083101,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,Sagent Pharmaceuticals,50 MG,1.0,10,1.0,10.0,False,
25021083301,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,Sagent Pharmaceuticals,50 MG,1.0,10,2.0,20.0,False,
25021083405,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,Sagent Pharmaceuticals,50 MG,5.0,1,10.0,10.0,False,
25021083805,J2680,Fluphenazine decanoate 25 mg,Fluphenazine Decanoate,Sagent Pharmaceuticals,25 MG,5.0,1,5.0,5.0,False,
25208000104,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,15.0,1,15.0,15.0,False,
25208000201,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,100.0,1,20.0,20.0,False,
25208000202,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,250.0,1,50.0,50.0,False,
25208000203,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,100.0,1,20.0,20.0,False,
25208090104,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,15.0,1,15.0,15.0,False,
25208090201,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,100.0,1,20.0,20.0,False,
25208090202,J3246,Tirofiban hcl,Aggrastat,Medicure International Inc,0.25 MG,250.0,1,50.0,50.0,False,
25357010001,J7355,Inj travoprost intra impl,iDose TR,Glaukos Corporation,1 MCG,1.0,1,75.0,75.0,False,
25682000101,J1299,"Inj, eculizumab, 2 mg",Soliris,"Alexion Pharmaceuticals, Inc.",2 MG,30.0,1,150.0,150.0,False,
25682002501,J1303,"Inj., ravulizumab-cwvz 10 mg",Ultomiris,"Alexion Pharmaceuticals, Inc.",10 MG,3.0,1,30.0,30.0,False,
25682002801,J1303,"Inj., ravulizumab-cwvz 10 mg",Ultomiris,"Alexion Pharmaceuticals, Inc.",10 MG,11.0,1,110.0,110.0,False,
27437005530,J7605,Arformoterol non-comp unit,Brovana,"Lupin Pharmaceuticals, Inc.",15 MCG,2.0,30,1.0,30.0,False,
27437005560,J7605,Arformoterol non-comp unit,Brovana,"Lupin Pharmaceuticals, Inc.",15 MCG,2.0,60,1.0,60.0,False,
27437006030,J7605,Arformoterol non-comp unit,Brovana,"Lupin Pharmaceuticals, Inc.",15 MCG,2.0,30,1.0,30.0,False,
27437006060,J7605,Arformoterol non-comp unit,Brovana,"Lupin Pharmaceuticals, Inc.",15 MCG,2.0,60,1.0,60.0,False,
30237890006,Q2043,Sipuleucel-t auto cd54+,Provenge,Dendreon Pharmaceuticals LLC,Per infusion (minimum 50 million cells),250.0,1,1.0,1.0,False,
35573044325,J7614,Levalbuterol non-comp unit,Levalbuterol Hydrochloride,"Burel Pharmaceuticals, LLC",0.5 MG,3.0,25,0.62,16.0,False,
35573044425,J7614,Levalbuterol non-comp unit,Levalbuterol Hydrochloride,"Burel Pharmaceuticals, LLC",0.5 MG,3.0,25,1.25,32.0,False,
35573044525,J7614,Levalbuterol non-comp unit,Levalbuterol Hydrochloride,"Burel Pharmaceuticals, LLC",0.5 MG,3.0,25,2.5,63.0,False,
36000000824,J0744,Ciprofloxacin iv,Cipro,Baxter Healthcare Corporation,200 MG,100.0,1,1.0,1.0,False,
36000001225,J2405,Ondansetron hcl injection,Ondansetron HCl,Baxter Healthcare Corporation,1 MG,2.0,25,4.0,100.0,False,
36000003310,J0616,Inj metoprolol tartrate 1 mg,Metoprolol Tartrate,Baxter Healthcare Corporation,1 MG,5.0,10,5.0,50.0,False,
36000004624,J1956,Levofloxacin injection,Levofloxacin,Baxter Healthcare Corporation,250 MG,50.0,1,1.0,1.0,False,
36000004724,J1956,Levofloxacin injection,Levofloxacin,Baxter Healthcare Corporation,250 MG,100.0,1,2.0,2.0,False,
36000004824,J1956,Levofloxacin injection,Levofloxacin,Baxter Healthcare Corporation,250 MG,150.0,1,3.0,3.0,False,
36000024201,J3260,Tobramycin sulfate injection,Tobramycin Sulfate,Baxter Healthcare Corporation,80 MG,1.0,1,15.0,15.0,False,
36000024425,J3260,Tobramycin sulfate injection,Tobramycin Sulfate,Baxter Healthcare Corporation,80 MG,2.0,25,1.0,25.0,False,
36000028225,J1938,"Inj, furosemide, 1 mg",Furosemide,Baxter Healthcare Corporation,1 MG,2.0,25,20.0,500.0,False,
36000028325,J1938,"Inj, furosemide, 1 mg",Furosemide,Baxter Healthcare Corporation,1 MG,4.0,25,40.0,1000.0,False,
36000028425,J1938,"Inj, furosemide, 1 mg",Furosemide,Baxter Healthcare Corporation,1 MG,10.0,25,100.0,2500.0,False,
36000030660,J0131,"Inj, acetaminophen (nos)",Acetaminophen,Baxter Healthcare Corporation,10 MG,100.0,40,100.0,4000.0,False,
36000030810,J2312,"Inj naloxone hcl nos, 0.01mg",Naloxone HCl,Baxter Healthcare Corporation,0.01 MG,1.0,10,40.0,400.0,False,
